dateofdeath,name,age,bio,causeofdeath,,
2016-06-23,Peter Morley,91,German-born British filmmaker.,,,
2016-06-24,Greg Pierce,66,"Australian rugby league player and captain (Cronulla Sharks, national team)", cancer,,
2016-06-24,James Lee,36,American football player (Green Bay Packers), complications from diabetes,,
2016-06-24,Tony Feher,60,American sculptor, liver cancer,,
2016-06-24,Bernie Worrell,72,American musician (Parliament-Funkadelic), lung cancer,,
2016-06-24,Donald Jelinek,82,American civil rights lawyer, lung disease,,
2016-06-24,Steven Hancock,58,British Olympic kayaker (1980) and business executive (VidWrx Inc.), traffic collision,,
2016-06-24,Charles Chaynes,90,French composer.,,,
2016-06-24,Allah Dino Khaskheli,50,Pakistani singer.,,,
2016-06-24,Asõm Can Gndz,60,Turkish rock guitarist.,,,
2016-06-24,Kelly Mader,64,American rancher and politician.,,,
2016-06-24,Edoardo Mller,78,Italian opera conductor.,,,
2016-06-24,Francisco Ivens de S Dias Branco,81,Brazilian billionaire businessman.,,,
2016-06-24,Chaim Avrohom Horowitz,83,American Chasidic rabbi of the Boston Hasidic dynasty.,,,
2016-06-24,Gerald Walpin,84,American attorney and author.,,,
2016-06-24,Oscar Obert,85,American handball player.,,,
2016-06-24,Andries Kinsbergen,89,"Belgian politician, Governor of Antwerp (19671993)",,,
2016-06-24,Kenneth Charles Brown,91,"Canadian diplomat, Ambassador to Sweden, Haiti and Cuba.",,,
2016-06-25,Peter Hutton,71,American film director, cancer,,
2016-06-25,Trevor Steedman,62,"British actor and stuntman (Aliens, Snatch, Children of Men)", complications from a stroke,,
2016-06-25,Adam Small,79,South African writer and poet, complications from surgery,,
2016-06-25,Julie Plawecki,54,"American politician, member of the Michigan House of Representatives (since 2015)", heart attack,,
2016-06-25,Mohapatra Nilamani Sahoo,89,Indian writer, multiple organ failure,,
2016-06-25,Ermin Smrekar,85,Italian architect.,,,
2016-06-25,Percy Beake,99,British WWII fighter pilot.,,,
2016-06-25,Maurice G. Dantec,57,French science fiction writer and musician.,,,
2016-06-25,Elliot Wolff,61,American songwriter and music producer. (body discovered on this date),,,
2016-06-25,Steve Ferrughelli,67,Canadian football player (Montreal Alouettes).,,,
2016-06-25,Farrakh Khan,77,"Pakistani army general, Chief of General Staff (19911994)",,,
2016-06-25,Jim Hickman,79,"American baseball player (New York Mets, Chicago Cubs)",,,
2016-06-25,Hal Lear,81,American basketball player (Temple University).,,,
2016-06-25,Ben Patterson,82,American artist and musician.,,,
2016-06-25,Giuseppe Ferrara,83,"Italian film director (The Moro Affair, One Hundred Days in Palermo, Giovanni Falcone).",,,
2016-06-25,Nicole Courcel,84,"French actress (Rendezvous in July, Sundays and Cybele)",,,
2016-06-25,"Patrick Mayhew, Baron Mayhew of Twysden",86,"British barrister and politician, Secretary of State for Northern Ireland (19921997)",,,
2016-06-25,Bill Cunningham,87,American fashion photographer (The New York Times).,,,
2016-06-25,Raymond Bateman,88,"American politician, New Jersey state senator (19681978)",,,
2016-06-25,Jack Cropp,89,"New Zealand yachtsman, Olympic gold medalist (1956)",,,
2016-06-25,Sh_ichi Fujimori,89,Japanese royal steward.,,,
2016-06-26,Alexander Litaay,67,"Indonesian ambassador, Ambassador to Croatia (since 2016)", heart attack,,
2016-06-26,Barbara Goldsmith,85,American author, heart failure,,
2016-06-26,Kim Sung-min,43,South Korean actor (Miss Mermaid), suicide by hanging,,
2016-06-26,Ryan Jimmo,34,"Canadian mixed martial artist (UFC, MFC)", traffic collision,,
2016-06-26,William C. Waterhouse,74,American mathematician.,,,
2016-06-26,Anatoliy Kutsev,57,"Moldovan-born Ukrainian football player, referee and manager (women's national team)",,,
2016-06-26,Andrs Hernndez Ros,67,"Spanish politician, President of the Region of Murcia (19821984)",,,
2016-06-26,Kristiina Elstel,73,Finnish actress.,,,
2016-06-26,Austin Clarke,81,Canadian novelist (The Polished Hoe).,,,
2016-06-26,Sergei Cortez,81,Chilean-born Belarusian composer.,,,
2016-06-26,John J. Santucci,85,"American lawyer and politician, New York state senator (19681976)",,,
2016-06-26,Rostislav Yankovsky,86,"Belarusian film and stage actor, People's Artist of the USSR (1978)",,,
2016-06-26,Kavalam Narayana Panicker,88,"Indian dramatist, theatre director and poet",,,
2016-06-26,Jona Goldrich,88,Polish-born American real estate developer and philanthropist.,,,
2016-06-26,Samuel L. Green Jr.,89,American pastor and bishop (Church of God in Christ).,,,
2016-06-26,Gino Sovran,91,Canadian basketball player (Toronto Huskies).,,,
2016-06-26,Jrgen von Beckerath,96,German Egyptologist.,,,
2016-06-26,Mike Pedicin,98,American jazz bandleader.,,,
2016-06-26,Hazel Newhook,101,"Canadian politician, MHA for Gander (19791985), Mayor of Gander (19731977).",,,
2016-06-27,Pelle Gudmundsen-Holmgreen,83,Danish composer, cancer,,
2016-06-27,Aharon Ipal,74,"Moroccan-born Israeli actor (The Mummy, Fiddler on the Roof, Alias)", cancer,,
2016-06-27,Amar Suloev,40,Armenian mixed martial artist, stomach cancer,,
2016-06-27,Oh Se-jong,33,"South Korean short track speed skater, Olympic champion (2006)", traffic collision,,
2016-06-27,Mack Rice,82,"American songwriter (""Mustang Sally"", ""Respect Yourself"") and singer",complications of Alzheimer's disease,,
2016-06-27,George W. Miller,75,American federal judge.,,,
2016-06-27,Dave Heath,85,American photographer.,,,
2016-06-27,Henry Sebastian D'Souza,90,"Indian Roman Catholic prelate, Archbishop of Calcutta (19862002)",,,
2016-06-27,Luis Carlos Melo Lopes,61,Brazilian footballer.,,,
2016-06-27,Franz Cibulka,69,Austrian composer.,,,
2016-06-27,"Edward D. Sheafer, Jr",75,American naval officer.,,,
2016-06-27,Xerxes Desai,79,Indian executive (Titan).,,,
2016-06-27,Harry Halbreich,85,Belgian musicologist.,,,
2016-06-27,Bud Spencer,86,"Italian actor (They Call Me Trinity, Watch Out, We're Mad!, Who Finds a Friend Finds a Treasure) and swimmer.",,,
2016-06-27,Alvin Toffler,87,"American writer and futurist (Future Shock, The Third Wave)",,,
2016-06-27,Elmer Cravalho,90,"American politician, Speaker of the Hawaii House of Representatives (19591967), Mayor of Maui (19691979).",,,
2016-06-27,Adelmar Faria Coimbra-Filho,92,Brazilian biologist.,,,
2016-06-27,Dame Grace Hollander,94,New Zealand community leader.,,,
2016-06-27,Simon Ramo,103,"American engineer, businessman and author",,,
2016-06-28,Pat Summitt,64,American basketball coach (Tennessee Lady Volunteers), dementia,,
2016-06-28,Christer Ericsson,74,Swedish businessman, drowning,,
2016-06-28,Zurlon Tipton,26,American football player (Indianapolis Colts), shot,,
2016-06-28,Joseph Atsumi Misue,80,Japanese Roman Catholic prelate,,,
2016-06-28,Darell Koons,91,American painter.,,,
2016-06-28,George Matsumoto,93,American architect.,,,
2016-06-28,Fabiane Niclotti,31,"Brazilian model, Miss Universo Brasil 2004",,,
2016-06-28,Theo Dilissen,62,Belgian basketball player and businessman.,,,
2016-06-28,Freddie Gilroy,80,"Northern Irish bantamweight boxer, Olympic bronze medalist (1956)",,,
2016-06-28,Keith Vickerman,83,"British zoologist (University of Glasgow), Regius Professor of Zoology (19841998)",,,
2016-06-28,Scotty Moore,84,American guitarist (Elvis Presley).,,,
2016-06-28,Buddy Ryan,85,"American football head coach (Philadelphia Eagles, Arizona Cardinals) and defensive coordinator (Chicago Bears, Houston Oilers).",,,
2016-06-28,Allan Greenshields,90,"Australian football player (Carlton, St Kilda)",,,
2016-06-28,Leland Bardwell,94,"Irish poet, novelist and playwright",,,
2016-06-28,Michel Soutif,94,French physicist.,,,
2016-06-28,Andr Guelfi,97,French racing driver (Formula One).,,,
2016-06-29,Rob Wasserman,64,"American musician (David Grisman Quintet, RatDog, Lou Reed)", cancer,,
2016-06-29,Vasyl Slipak,41,Ukrainian opera singer, shot,,
2016-06-29,Jan Hettema,82,South African cyclist and rally driver, shot,,
2016-06-29,"Edward L. Salmon, Jr",82,American Episcopal prelate,,,
2016-06-29,Irving Gottesman,85,American psychologist.,,,
2016-06-29,Douglas W. Schwartz,86,American archaeologist.,,,
2016-06-29,John Farquharson,86,Australian journalist.,,,
2016-06-29,Arthur Underwood,88,English cricketer.,,,
2016-06-29,James Cooley,89,American mathematician.,,,
2016-06-29,K. G. Subramanyan,92,Indian artist.,,,
2016-06-29,Frode Nilsen,92,Norwegian diplomat.,,,
2016-06-29,Veena Sahasrabuddhe,67,Indian singer and composer.,,,
2016-06-29,Ojo Maduekwe,71,"Nigerian politician, Minister of Foreign Affairs (20072010)",,,
2016-06-29,Elechi Amadi,82,Nigerian writer.,,,
2016-06-29,Margaret Bakkes,84,South African author.,,,
2016-06-29,Giuseppe De Andrea,86,"Italian-born American Roman Catholic prelate, Apostolic Nuncio to Bahrain, Kuwait, and Yemen (20012005), Qatar (20032005).,",,,
2016-06-29,Carl Haas,86,American car racing team owner.,,,
2016-06-29,Robert Marie Gay,89,Canadian-born Ugandan Roman Catholic prelate,,,
2016-06-29,Stanley Gault,90,"American businessman, CEO of Rubbermaid and Goodyear",,,
2016-06-29,Gunnar Garbo,92,"Norwegian politician, MP (19581973)",,,
2016-06-29,Stan Harper,94,American virtuoso harmonica player,,,
2016-06-29,Inocente Carreo,96,Venezuelan composer.,,,
2016-06-29,Xu Jiatun,100,"Chinese politician and dissident, Governor of Jiangsu (19771979)",,,
2016-06-30,Tupay Loong,69,"Filipino politician, Governor of Sulu (19841996)", liver cancer,,
2016-06-30,Thunder,35,Australian professional wrestler (CMLL), stomach cancer,,
2016-06-30,Don Friedman,81,American jazz pianist.,,,
2016-06-30,Sir Geoffrey Hill,84,British poet.,,,
2016-06-30,Paul T. Gillcrist,87,American rear admiral.,,,
2016-06-30,Gian Corrado Gross,74,Italian swimmer.,,,
2016-06-30,Ann Cartwright DeCouto,75,"Bermudian politician, Deputy Premier (19891992)",,,
2016-06-30,Quasar Khanh,82,Vietnamese inventor and designer.,,,
2016-06-30,Juan Habichuela,83,Spanish flamenco guitarist.,,,
2016-06-30,Witold Zagrski,85,Polish basketball player (national team) and coach.,,,
2016-06-30,Al Libous,88,"American politician, Mayor of Binghamton, New York (19691981).",,,
2016-06-30,Robert Squires,89,British admiral.,,,
2016-06-30,Joe Scott,90,American football player (New York Giants).,,,
2016-06-30,Malvina Garrone Ronchi Della Rocca,94,Italian WWII partisan.,,,
2016-06-30,Gordon Murray,95,"British puppeteer and television producer (Trumpton, Camberwick Green, Chigley).",,,
2016-06-30,Martin Lundstrm,98,"Swedish cross-country skier, Olympic champion (1948)",,,
2016-07-01,Werner Meng,68,German jurist, cancer,,
2016-07-01,Imogen Skirving,78,British hotelier, traffic collision,,
2016-07-01,Jerzy Pato_a,70,Polish footballer.,,,
2016-07-01,Frank Tuck,84,Australian football player (Collingwood).,,,
2016-07-01,Ramchandra Chintaman Dhere,85,Indian writer.,,,
2016-07-01,Mary Mostert,87,American author.,,,
2016-07-01,Robin Hardy,86,British film director (The Wicker Man).,,,
2016-07-01,Tom Boulton,90,English anaesthetist.,,,
2016-07-01,Sir Malcolm Macnaughton,91,Scottish obstetrician and gynaecologist.,,,
2016-07-01,Yves Bonnefoy,93,French poet.,,,
2016-07-01,Mollie Evans,94,British antique dealer.,,,
2016-07-02,Patrick Manning,69,"Trinidadian politician, Prime Minister (19911995, 20012010)", acute myeloid leukemia,,
2016-07-02,Maciej Szymon Cie_la,27,Polish graphic designer, cancer,,
2016-07-02,Kapil Seth,36,Indian cricketer, liver failure,,
2016-07-02,Kyle Calloway,29,American football player (Buffalo Bills), struck by train,,
2016-07-02,Caroline Aherne,52,"English comedian, actress and writer (The Royle Family, The Mrs Merton Show, The Fast Show)", throat cancer,,
2016-07-02,Irineu Roque Scherer,65,Brazilian Roman Catholic prelate,,,
2016-07-02,Mary A. McClure,77,American politician.,,,
2016-07-02,Robert Nye,77,British poet.,,,
2016-07-02,Roscoe Brown,94,"American World War II veteran, member of the Tuskegee Airmen",,,
2016-07-02,Wilfred D. Webb,95,American politician.,,,
2016-07-02,Clementia Killewald,62,German Benedictine nun.,,,
2016-07-02,Alphie McCourt,75,Irish-American writer.,,,
2016-07-02,Carlos Morocho Hernndez,76,Venezuelan boxer.,,,
2016-07-02,Michael Cimino,77,"American screenwriter and director (The Deer Hunter, Thunderbolt and Lightfoot, Heaven's Gate).",,,
2016-07-02,Clifford Vaughs,79,"American civil rights activist, filmmaker and motorcycle builder (Easy Rider)",,,
2016-07-02,Roger Dumas,84,"French comedian and actor (That Man from Rio, Le Concert, The First Day of the Rest of Your Life).",,,
2016-07-02,Michel Rocard,85,"French politician, Prime Minister (19881991)",,,
2016-07-02,Rudolf E. Klmn,86,Hungarian-born American electrical engineer (Kalman filter).,,,
2016-07-02,Elie Wiesel,87,"Romanian-born American writer (Night), political activist and Holocaust survivor, Nobel Laureate (1986).",,,
2016-07-02,Chen Jinhua,87,"Chinese politician, Chairman of the State Planning Commission (19931998)",,,
2016-07-02,"Harold ""H"" Nelson",88,British cycling coach.,,,
2016-07-02,Flavio Romero de Velasco,90,"Mexican lawyer and politician, Governor of Jalisco (19771983)",,,
2016-07-02,Euan Lloyd,92,"British film producer (The Wild Geese, The Sea Wolves)",,,
2016-07-02,Jack C. Taylor,94,"American billionaire businessman, founder of Enterprise Rent-A-Car",,,
2016-07-02,Horacio Etchegoyen,97,Argentine psychoanalyst.,,,
2016-07-03,Gilbert Bulawan,29,Filipino basketball player (Blackwater Elite), heart attack,,
2016-07-03,Grant Wilmot,59,Australian football player, heart attack,,
2016-07-03,Uma Shankar Mishra,93,Indian politician.,,,
2016-07-03,Arturo,31,American-born Argentine polar bear.,,,
2016-07-03,Tomohiko Kira,56,Japanese guitarist and composer.,,,
2016-07-03,John Middleton,59,"British footballer (Derby County, Nottingham Forest)",,,
2016-07-03,Mauricio Walerstein,71,"Mexican film director (Cuando quiero llorar no lloro, Espaolas en Paris)",,,
2016-07-03,Markus Werner,71,Swiss writer (Zndels Abgang).,,,
2016-07-03,Richard Grayson,75,American composer and pianist.,,,
2016-07-03,Jimmy Frizzell,79,Scottish football player and manager.,,,
2016-07-03,Lou Fontinato,84,"Canadian ice hockey player (New York Rangers, Montreal Canadiens)",,,
2016-07-03,"Michael Beaumont, 22nd Seigneur of Sark",88,"British aristocrat, Seigneur of Sark (since 1974)",,,
2016-07-03,Noel Neill,95,American actress (Superman).,,,
2016-07-03,Joo Jos Bracony,97,Brazilian Olympic sailor (1948).,,,
2016-07-04,Abbas Kiarostami,76,"Iranian film director and screenwriter (Close-Up, Taste of Cherry, Certified Copy)", gastrointestinal cancer,,
2016-07-04,Rondon Pacheco,96,"Brazilian politician, Governor of Minas Gerais (19711975)", pneumonia,,
2016-07-04,Abner J. Mikva,90,"American politician and judge, member of the United States House of Representatives from Illinois's 2nd and 10th congressional districts (19691973, 19751979), U.S. Court of Appeals for the D.C. Circuit (19791994).",complications from bladder cancer,,
2016-07-04,Steve Tupper,75,Canadian sailor.,,,
2016-07-04,William Hawkins,76,Canadian musician and poet.,,,
2016-07-04,Geoffrey Shovelton,80,English opera singer and illustrator.,,,
2016-07-04,Ben Koufie,84,"Ghanaian football player, manager and administrator",,,
2016-07-04,Elizabeth Spillius,92,Canadian psychoanalyst.,,,
2016-07-04,Romesh Chandra,97,"Indian activist and news editor (Communist Party of India), President of the World Peace Council (19771990)",,,
2016-07-05,Sayed Hussein Anwari,60,"Afghan politician, MP (since 2005), Governor of Herat Province (20052009)", cancer,,
2016-07-05,William L. Armstrong,79,"American politician, Senator from Colorado (19791991)", cancer,,
2016-07-05,Beatrice de Cardi,102,British archaeologist, complications from a fall,,
2016-07-05,Kari Hautala,43,Finnish basketball player (Torpan Pojat), heart attack,,
2016-07-05,Cory Taylor,61,Australian writer, melanoma,,
2016-07-05,Brian White,59,"British politician, MP (19972005)", oesophageal cancer,,
2016-07-05,John Madey,72,American physicist.,,,
2016-07-05,"John Baillie-Hamilton, 13th Earl of Haddington",74,British aristocrat.,,,
2016-07-05,Gladys Nordenstrom,92,American composer.,,,
2016-07-05,Rosaria Conte,64,Italian social scientist.,,,
2016-07-05,David Jones,66,"British politician, member of the States of Guernsey (since 2000)",,,
2016-07-05,Zden_k Neubauer,74,Czech philosopher and biologist.,,,
2016-07-05,Valentino Zeichen,78,Italian poet and author.,,,
2016-07-05,Rex Pickering,79,"New Zealand rugby union player (Waikato, national team)",,,
2016-07-05,Doug Hargreaves,84,Canadian football coach.,,,
2016-07-05,Nine Culliford,86,Belgian cartoonist (The Smurfs).,,,
2016-07-05,Phonsie O'Brien,86,Irish jockey and racehorse trainer.,,,
2016-07-05,Alirio Diaz,92,Venezuelan classical guitarist and composer.,,,
2016-07-05,Mick Finucane,93,Irish Gaelic football player (Kerry).,,,
2016-07-05,Victor P. Whittaker,97,British biochemist.,,,
2016-07-06,John McMartin,86,"American actor (Sweet Charity, Kinsey, Law & Order)", cancer,,
2016-07-06,Norman MacAuley,98,Canadian politician.,,,
